word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
डालना,VGF2,ना_चाह+ता,CCP,ccof,0,,
इसलिए,CCP,0,0,root,0,,
पेट्रोल,NP,0,CCP2,ccof,0,,
और,CCP2,0,NP3,r6,0,,
डीजल,NP2,0_का,CCP2,ccof,0,,
कीमतों,NP3,0_में,VGF,k7,1,ARG1,VGF
क्रमशः,RBP,0,NP6,nmod,0,,
रुपये,NP4,0,CCP3,ccof,0,,
और2,CCP3,0,NP6,r6,0,,
रुपये2,NP5,0_का,CCP3,ccof,0,,
बढ़ोतरी,NP6,0,VGF,k1,1,ARG2-ATR,VGF
जरूरी,JJP,0,VGF,k1s,1,ARGM-MNR,VGF
मानी,VGF,या_जा_रह+या_था,CCP,ccof,0,,
दल,NP,0,VGF,k1,0,,
लगातार,RBP,0,VGF,adv,0,,
शुल्कों,NP2,0_में,VGF,k7,0,,
कमी,NP3,0_का,NP4,r6-k2,0,,
सुझाव,NP4,0,VGF,pof,0,,
देते,VGF,ता_रह+या_है,0,root,0,,
ताकि,CCP,0,VGF,rt,0,,
उपभोक्ता,NP5,0_पर,VGF2,k7,1,ARG2,VGF2
भार,NP6,0,VGF2,k2,1,ARG1,VGF2
डाला,VGF2,या_जा+एं,CCP,ccof,0,,
हालांकि,CCP,0,CCP2,ccof,0,,
बास्केट,NP,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
आने,VGNN,ना_वाला,NP3,nmod__k1inv,0,,
पेट्रोल,NP2,0_का,NP3,r6,0,,
कीमतें,NP3,0,VGF,k1,1,ARG1,VGF
ज्यादा,JJP,0,RBP,rbmod,0,,
तेजी,RBP,0_से,VGF,adv,1,ARGM-MNR,VGF
बढ़ी,VGF,या_है,CCP,ccof,0,,
लेकिन,CCP2,0,0,root,0,,
कंपनियां,NP4,0,VGF2,k1,0,,
लगातार,RBP2,0,VGF2,adv,0,,
दबाव,NP5,0,VGF2,k2,0,,
महसूस,JJP2,0,VGF2,pof,0,,
कर,VGF2,0_रह+या_है,CCP3,ccof,0,,
और,CCP3,0,CCP2,ccof,0,,
उनका,NP6,का,VGF3,k1,1,ARG0,VGF3
मानना,VGF3,ना_है,CCP3,ccof,0,,
कि,CCP4,0,VGF3,k2,1,ARG1,VGF3
NULL2,NULL2,0,0,root,0,,
कीमतें2,NP7,0,VGNN2,k1,1,ARG1,VGNN2
बढ़ाने,VGNN2,ना_से,VGF4,rh,1,ARGM-CAU,VGF4
उन्हें,NP8,को,VGF4,k4a,1,ARG1,VGF4
नुकसान,NP9,0,VGF4,k1,1,ARG2-ATR,VGF4
हो,VGF4,0_रह+या_है,CCP4,ccof,0,,
उपक्रम,NP,0_वाली,NP2,nmod,0,,
कंपनियों,NP2,0_को,VGF,k4,1,ARG1,VGF
अप्रैल,NP3,0_से,NP4,rsp,0,,
अक्तूबर,NP4,0_के_बीच,VGF,k7t,1,ARGM-LOC,VGF
कीमतें,NP5,0,VGNN,k1,1,ARG1,VGNN
बढ़ाने,VGNN,ना_के_कारण,VGF,rh,1,ARGM-CAU,VGF
रुपये,NP6,0_का,NP7,r6,0,,
नुकसान,NP7,0,VGF,k2,1,ARG2-ATR,VGF
हो,VGF,0_चुक+या_है,NULL__CCP,ccof,0,,
NULL2,NULL2,0,0,root,0,,
उधर,NP8,0,VGF2,sent-adv,0,,
शुल्कों,NP9,0_में,VGF2,k7,0,,
कटौती,NP10,0_का,NP11,r6,0,,
प्रस्ताव,NP11,0_को,VGF2,k2,0,,
मंत्रालय,NP12,0_का_ओर_से,VGF2,k5,0,,
समर्थन,NP13,o,VGF2,pof,0,,
मिला,VGF2,या_है,NULL__CCP,ccof,0,,
पार्टी,NP,0_का,NP2,r6,0,,
अध्यक्ष,NP2,0,NP3,nmod,0,,
नायडू,NP3,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
फिलहाल,RBP,0,VGF2,k7t,1,ARGM-TMP,VGF2
गुजरात,NP4,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
मोदी,NP5,0_को,VGF2,k2,1,ARG1,VGF2
उनके,NP6,का,NP7,r6,0,,
पद,NP7,0_से,VGF2,k5,1,ARG2-LOC,VGF2
हटाया,VGF2,या_जा+गा,CCP,ccof,0,,
मोदी,NP,0_को,VGNN,k2,1,ARG2,VGNN
हटाने,VGNN,ना_का,NP2,r6,0,,
मुहिम,NP2,0,VGF,k1,1,ARG1,VGF
चल,VGF,0_रह+या_है,CCP,ccof,0,,
और,CCP,0,0,root,0,,
उनके,NP3,का,NP4,r6,0,,
विरोध,NP4,0_में,VGF2,vmod,1,ARGM-PRP,VGF2
मेहता,NP5,0,VGF2,k1,1,ARG0,VGF2
दिल्ली,NP6,0,VGF2,k2p,1,ARG2-GOL,VGF2
आ,VGF2,0_पहुंचे+या,CCP,ccof,0,,
अध्यक्ष,NP,0_ने,VGF,k1,0,,
सत्र,NP2,0,VGNN,k1,1,ARG1,VGNN
चलने,VGNN,ना,VGF,k7t,0,,
पार्टी2,NP3,0_का,NP4,r6,0,,
विधायकों,NP4,0_से,VGF,k4,0,,
एकजुट,JJP,0,VGNN2,pof,0,,
रहने,VGNN2,ना,CCP,ccof,0,,
और,CCP,0,NP7,r6-k2,0,,
उसके,NP5,का_बाद,VGNN3,k7t,0,,
बातचीत,NP6,0,VGNN3,pof,0,,
करने,VGNN3,ना_का,CCP,ccof,0,,
निर्देश,NP7,0,VGF,pof,0,,
दिया,VGF,या_है,0,root,0,,
वेंकैया,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
विधायक,NP2,0,VGF2,k1,1,ARG0,VGF2
मामले,NP3,0_को,VGF2,k4,1,ARG2,VGF2
हवा,NP4,0,VGF2,k2,1,ARG1,VGF2
दें,VGF2,एं,CCP,ccof,0,,
वहीं,NP,0,VGF,adv,1,ARGM-DIS,VGF
विपक्ष,NP2,0_का,NP3,r6,0,,
नेता,NP3,0,NP4,nmod,0,,
चौधरी,NP4,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
विधायकों,NP5,0_का,NP6,r6,0,,
तेवरों,NP6,0_को,VGNF,k2,1,ARG1,VGNF
देखते,VGNF,ता_हो+या,VGF2,vmod,0,,
मोदी,NP7,0_का,VGNN,k1,1,ARG1,VGNN
जाना,VGNN,ना,VGF2,k1,0,,
तय,JJP,0,VGF2,pof,0,,
है2,VGF2,है,CCP,ccof,0,,
मोदी,NP,0_को,VGNN,k2,1,ARG1,VGNN
हटाने,VGNN,ना_का,NP2,r6,0,,
स्वर,NP2,0,VGF,k1,1,ARG0,VGF
गुजरात,NP3,0_से,VGF,k5,1,ARGM-LOC,VGF
उठ,VGF,0_रह+या_है,0,root,0,,
भाजपा,NP,0_का,NP2,r6,0,,
वर्ग,NP2,0_का,VGF,k1,1,ARG0,VGF
मानना,VGF,ना_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
गुजरात,NP3,0_का,NP4,r6,0,,
दंगों,NP4,0_में,VGF2,k7,1,ARGM-LOC,VGF2
सरकार,NP5,0_का,NP6,r6,0,,
भूमिका,NP6,0_के_कारण,VGF2,rh,1,ARGM-CAU,VGF2
मुसलमानों,NP7,0_में,VGF2,k7p,1,ARG2-LOC,VGF2
नाराजगी,NP8,0,VGF2,k1,1,ARG1,VGF2
थी,VGF2,था,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
उन्होंने,NP9,ने,VGF3,k1,1,ARG0,VGF3
विरोधियों,NP10,0_को,VGF3,k4,1,ARG2,VGF3
जमकर,VGNF,कर,VGF3,adv,1,ARGM-MNR,VGF3
वोट,NP11,0,VGF3,k2,1,ARG1,VGF3
डाले,VGF3,या,CCP2,ccof,0,,
बिहार,NP,0_से,VGNF,k7p,1,ARGM-LOC,VGNF
हारे,VGNF,या,NP2,nmod__k1inv,0,,
हुसैन,NP2,0,VGF,k1,1,ARG0,VGF
रूप,NP3,0_से,VGF,vmod,1,ARGM-MNR,VGF
मुख्यालय,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF
कह,VGF,0_रह+या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
उनकी,NP5,का,NP6,r6,0,,
हार,NP6,0_का,NP7,r6,0,,
वजह,NP7,0,VGF2,k1,1,ARGM-CAU,VGF2
मोदी,NP8,0,VGF2,k1s,1,ARG1,VGF2
हैं2,VGF2,है,CCP,ccof,0,,
उल्लेखनीय,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,NULL__NP,rs,0,,
बृहस्पतिवार,NP,0_को,VGF2,k7t,1,ARGM-TMP,VGF2
भाजपा,NP2,0_का,NP3,r6,0,,
पटेल,NP3,0_का,NP4,r6,0,,
जन्मदिन,NP4,0_का,NP5,r6,0,,
अवसर,NP5,0_पर,JJP2,jjmod,0,,
आयोजित,JJP2,0,NP6,nmod,0,,
भोज,NP6,0,VGF2,k1,1,ARG1,VGF2
नेताओं,NP7,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2
तरह,NP8,0_से,VGF2,adv,1,ARGM-MNR,VGF2
परीक्षण,NP9,0,VGF2,k1s,1,ARG2-ATR,VGF2
बन,VGF2,0_जा+या१_था,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
उसके,NP10,के_बाद,VGF3,k7t,1,ARGM-TMP,VGF3
NULL2,NULL2,0,VGF3,k1,1,ARG1,VGF3
स्पष्ट,JJP3,0,VGF3,k1s,1,ARG2-ATR,VGF3
हुआ,VGF3,या,CCP2,ccof,0,,
कि2,CCP3,0,NULL__NP2,rs,0,,
पार्टी,NP11,0_का,NP12,r6,0,,
विधायकों,NP12,0_में,VGF4,k7,1,ARGM-LOC,VGF4
विरोधियों,NP13,0_का,NP14,r6,0,,
संख्या,NP14,0,VGF4,k1,1,ARG1,VGF4
६०,NP15,0,VGF4,k1s,1,ARG2-ATR,VGF4
है2,VGF4,है,CCP3,ccof,0,,
इसमें,NP,में,VGF,k7,1,ARGM-DIS,VGF
मुखर,JJP,0,VGF,k1s,1,ARGM-MNR,VGF
सोलंकी,NP2,0,VGF,k1,1,ARG0,VGF
रहे,VGF,या,0,root,0,,
हालांकि,CCP,0,0,root,0,,
वेंकैया,NP,0_के_अनुसार,VGF,k7,1,ARGM-ADV,VGF
सोलंकी,NP2,0_ने,VGF,k1,1,ARG0,VGF
माना,VGF,या,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
रूप,NP3,0_से,VGNF,adv,0,,
विरोध,NP4,0,VGNF,k2,0,,
व्यक्त,JJP,0,VGNF,pof,0,,
करके,VGNF,कर,VGF2,vmod,1,ARGM-MNR,VGF2
उनसे,NP5,से,VGF2,vmod,1,ARG1,VGF2
गलती,NP6,0,VGF2,k1,1,ARG2-ATR,VGF2
हो,VGF2,0_जा+या१,CCP2,ccof,0,,
लेकिन,CCP,0,0,root,0,,
पार्टी,NP,0_ने,VGF,k1,0,,
मीडिया,NP2,0_के_सामने,VGNN,k7p,1,ARGM-LOC,VGNN
बयान,NP3,0,VGNN,k2,1,ARG1,VGNN
देने,VGNN,ना_के_कारण,VGF,rh,0,,
उन्हें,NP4,को,VGF,k4,1,ARG0,VGNN
नोटिस,NP5,0,VGF,k2,0,,
जारी,JJP,0,VGF,pof,0,,
किया,VGF,या_है,CCP,ccof,0,,
भाजपा,NP,0_का,NP2,r6,0,,
राणा,NP2,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
नायडू,NP3,0_ने,VGF2,k1,1,ARG0,VGNN
नोटिस,NP4,0_में,VGF2,k7,1,ARGM-LOC,VGF2
सोलंकी,NP5,0_से,VGF2,k4,1,ARG2,VGF2
माफ़ीनामा,NP6,0,VGNN,k2,1,ARG1,VGNN
देने,VGNN,ना_को,VGF2,k2,1,ARG1,VGF2
कहा,VGF2,या_है,CCP,ccof,0,,
अध्यक्ष,NP,0_ने,VGF,k1,1,ARG0,VGF
सोलंकी,NP2,0,CCP,ccof,0,,
और,CCP,0,VGF,k4,1,ARG2,VGF
उनके,NP3,का,NP4,r6,0,,
विधायकों,NP4,0_को,CCP,ccof,0,,
सलाह,NP5,0,VGF,k2,1,ARG0,VGF
दी,VGF,या,0,root,0,,
कि,CCP2,0,VGF,k2s,1,ARGM-DIS,VGF
अगर,CCP3,0,VGF3,vmod,0,,
समस्या,NP6,0,VGF2,k1,1,ARG1,VGF2
है,VGF2,है,CCP3,ccof,0,,
तो,CCP4,0,CCP2,ccof,0,,
लोग,NP7,0,VGF3,k1,0,,
सत्र,NP8,0_के_बाद,VGF3,k7t,0,,
संपर्क,NP9,0,VGF3,pof,0,,
करें,VGF3,एं,CCP4,ccof,0,,
समय,NP,0,VGF,k7t,1,ARGM-TMP,VGF
विधानसभा,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
कांग्रेस,NP3,0_को,VGF,k1,1,ARG2,VGF
जवाब,NP4,0,VGF,k2,1,ARG1,VGF
देना,VGF,ना_है,0,root,0,,
",",NP,0,VGF,vmod,1,ARGM-DIS,VGF
आलाकमान,NP2,0_ने,VGF,k1,1,ARG0,VGF
नेताओं,NP3,0_से,VGF,k4,1,ARG2,VGF
तौर,NP4,0_से,VGF,adv,1,ARGM-MNR,VGF
कह,VGF,0_दे+या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
वे,NP5,0,VGF2,k1,0,,
रूप,NP6,0_से,VGF2,adv,0,,
बयानबाजी,NP7,0_से,VGF2,k5,0,,
बाज,RBP,0,VGF2,pof,0,,
आएं,VGF2,एं,CCP,ccof,0,,
तथ्य,NP,0,VGF,k1,1,ARG2-ATR,VGF
यह,NP2,0,VGF,k1s,1,ARG1,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,NP2,rs,0,,
साल,NP3,0_पहले,VGF2,k7t,1,ARGM-TMP,VGF2
परिस्थितियां,NP4,0,VGNF,k2,0,,
खड़ी,JJP,0,VGNF,pof,0,,
करके,VGNF,कर,VGF2,vmod,1,ARGM-MNR,VGF2
गुजरात,NP5,0_का,NP6,r6,0,,
पटेल,NP6,0_का,NP7,r6,0,,
तख्ता,NP7,0,VGF2,k2,1,ARG1,VGF2
पलट,VGF2,0_दे+या_जा+या१_था,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
उसमें,NP8,में,VGF3,k7,0,,
मोदी,NP9,0_ने,VGF3,k1,0,,
भूमिका,NP10,0,VGF3,pof,0,,
निभाई,VGF3,या_था,CCP2,ccof,0,,
बार,NP,0,VGF,k7t,1,ARGM-DIS,VGF
वैसा,NP2,0,NP3,nmod,0,,
खेल,NP3,0,VGF,k2,1,ARG1,VGF
केशूभाई,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG0,VGF
उनके,NP5,का,NP6,ccof,0,,
गण,NP6,0,CCP,ccof,0,,
मोदी,NP7,0_के_साथ,VGF,ras-k1,1,ARGM-ADV,VGF
खेल2,VGF,0_रह+या_है,0,root,0,,
खेमा,NP,0,VGF,k1,1,ARG0,VGF
दिल्ली,NP2,0,VGF,k7p,1,ARG2-GOL,VGF
लगातार,RBP,0,VGF,adv,1,ARGM-MNR,VGF
संदेश,NP3,0,VGF,k2,1,ARG1,VGF
पहुंचा,VGF,या_रह+या_है,0,root,0,,
आडवाणी,NP,0_ने,VGF,k1,0,,
स्पष्ट,JJP,0,VGF,pof,0,,
किया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,0,,
गुजरात,NP2,0_का,NP3,r6,0,,
समस्या,NP3,0_को,VGNN,k2,1,ARG1,VGNN
सुलझाने,VGNN,ना_का,NP4,r6,0,,
कोशिशें,NP4,0,VGF2,k1,1,ARG1,VGF2
चल,VGF2,0_रह+या_है,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
उन्हें,NP5,को,VGF3,k4a,1,ARG1,VGF3
भरोसा,NP6,0,VGF3,k1,1,ARG2-ATR,VGF3
है,VGF3,है,CCP2,ccof,0,,
कि2,CCP3,0,VGF3,k2,1,ARGM-ADV,VGF3
समस्या2,NP7,0_का,NP8,r6,0,,
NULL2,NULL2,0,0,root,0,,
समाधान,NP8,0,VGF4,k2,1,ARG1,VGF4
निकाल,VGF4,0_ले+या_जा+गा,CCP3,ccof,0,,
समूह,NP,0_में,VGNN,k7p,0,,
इलाकों,NP2,0_का,NP3,r6-k2,0,,
सर्वे,NP3,0,VGNN,pof,0,,
कराने,VGNN,ना_का_बाद,VGF,k7t,0,,
पता,JJP,0,VGF,pof,0,,
लगा,VGF,0_है,CCP2,ccof,0,,
कि,CCP,0,JJP,rs,0,,
द्वीपों,NP4,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
जनजातियां,NP5,0,VGF2,k1,1,ARG1,VGF2
सुरक्षित,JJP2,0,VGF2,k1s,1,ARG2-ATR,VGF2
हैं,VGF2,है,CCP,ccof,0,,
लेकिन,CCP2,0,0,root,0,,
अब,NP6,0,VGF3,k7t,1,ARGM-TMP,VGF3
इस,NP7,0_बारे_में,VGF3,k7,1,ARGM-ADV,VGF3
रिपोर्ट,NP8,0,VGF3,k1,1,ARG1,VGF3
आई,VGF3,या_है,CCP2,ccof,0,,
जनजातियों,NP,0_का_बारे_में,NP2,nmod,0,,
खबर,NP2,0,VGNN,k1,1,ARG1,VGNN
मिलनी,VGNN,ना,VGF,k1,0,,
बाकी,JJP,0,VGF,pof,0,,
है,VGF,है,0,root,0,,
सरकार,NP,0_ने,VGF,k1,1,ARG0,VGNN
द्वीपों,NP2,0_में,VGNF,k7p,1,ARG2-LOC,VGNF
बसी,VGNF,या,NP3,nmod__k1inv,0,,
जनजातियों,NP3,0_को,VGF,k4,1,ARG1,VGNF
NULL2,NULL2,0,0,root,0,,
सहायता,NP4,0,VGNN,k2,1,ARG1,VGNN
पहुंचाने,VGNN,ना_का,NP5,r6-k2,0,,
निर्देश,NP5,0,VGF,pof,0,,
दिए,VGF,या_है,0,root,0,,
क्योंकि,CCP,0,VGF,rh,0,,
अब,NP6,0,VGF2,k7t,0,,
जनजातियां,NP7,0,VGF2,k1,0,,
मदद,NP8,0_के_लिए,VGF2,rt,0,,
सामने,NP9,0,VGF2,pof,0,,
आई,VGF2,या_है,CCP,ccof,0,,
आंकड़ों,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
मरने,VGNN,ना_वाला_का,NP2,r6,0,,
संख्या,NP2,0,VGNF,k1,1,ARG1,VGNF
बढ़कर,VGNF,कर,VGF,vmod,1,ARG1,VGF
७७६३,NP3,0,VGF,k1,1,ARG2-ATR,VGF
हो,VGF,0_जा+या१_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
अंडमान,NP4,0_में,VGF2,k7p,0,,
लोगों,NP5,0_का,NP6,r6,0,,
संख्या2,NP6,0_में,VGF2,k1,0,,
कमी,NP7,0,VGF2,pof,0,,
आई,VGF2,या_है,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
उनकी,NP8,का,NP9,r6,0,,
संख्या3,NP9,0,VGF3,k1,1,ARG1,VGF3
३०००,NP10,0,VGF3,k1s,1,ARG2-ATR,VGF3
रह,VGF3,0_जा+या१_है,CCP2,ccof,0,,
गांवों,NP,0_का,NP2,r6-k1,0,,
सर्वे,NP2,0,VGF,pof,0,,
हुआ,VGF,या_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
वायुसेना,NP3,0_का,NP4,r6,0,,
विमानों,NP4,0_ने,VGF2,k1,1,ARG0,VGF2
काम,NP5,0,VGF2,k2,1,ARG1,VGF2
किया,VGF2,या_है,CCP,ccof,0,,
इनमें,NP,में,VGF,k7,1,ARGM-LOC,VGF
ओंग,NP2,0,CCP,ccof,0,,
",",CCP,0,NP4,nmod,0,,
जारवा,NP3,0,CCP,ccof,0,,
जनजातियों,NP4,0_को,VGF,k2,1,ARG1,VGF
देखा,VGF,या_जा+या१_है,0,root,0,,
मंत्रालय,NP,0_का,NP2,r6,0,,
सचिव,NP2,0,NP4,nmod,0,,
प्रबंधन,NP3,0,NP4,nmod,0,,
रस्तोगी,NP4,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
कल,NP5,0_से,NP6,rsp,0,,
आज,NP6,0,VGF2,k7t,0,,
भूकंप,NP7,0,VGF2,k1,0,,
दर्ज,JJP,0,VGF2,pof,0,,
हुए,VGF2,या_है,CCP,ccof,0,,
जिनकी,NP8,का,NP9,r6,0,,
तीव्रता,NP9,0,VGF3,k1,1,ARG1,VGF3
तक2,NP10,0,VGF3,k1s,1,ARG2-ATR,VGF3
रही,VGF3,या_है,NP7,nmod__relc,0,,
पदार्थो,NP,0_का,NP2,r6,0,,
पैकेट,NP2,0,VGF,k2,1,ARG0,VGF
गिराए,VGF,एं_जा_रह+एं_है,0,root,0,,
वहाँ,NP,0,VGF,k7p,1,ARGM-LOC,VGF
शिविर,NP2,0,VGF,k2,1,ARG1,VGF
खोले,VGF,या_जा+या१_है,0,root,0,,
बंदरगाह,NP,0,CCP,ccof,0,,
अड्डे,NP2,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG0,VGF
राजमार्ग,NP3,0,CCP,ccof,0,,
तरह,NP4,0,VGF,adv,1,ARGM-MNR,VGF
काम,NP5,0,VGF,k2,1,ARG1,VGF
कर,VGF,0_रह+या_है,0,root,0,,
समूह,NP,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF
टन,NP2,0,NP3,nmod,0,,
सामग्री,NP3,0,VGF,k2,1,ARG1,VGF
जुटाई,VGF,या_जा+या१_है,0,root,0,,
जिसमें,NP4,में_से,VGF2,k5,1,ARGM-LOC,VGF2
सामग्री2,NP5,0,VGF2,k2,1,ARG1,VGF2
वहाँ,NP6,0,VGF2,k7p,1,ARGM-LOC,VGF2
पहुँचा,VGF2,या_दे+या_जा+या१_है,NP3,nmod__relc,0,,
नौसेना,NP,0,VGF,k1,1,ARG0,VGNN
निकोबार,NP2,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
नौकाओं,NP3,0_के_जरिये,VGF,k3,0,,
सामग्री,NP4,0,VGNN,k2,1,ARG1,VGNN
पहुंचाने,VGNN,ना_का,NP5,r6-k2,0,,
प्रयास,NP5,0,VGF,pof,0,,
कर,VGF,0_रह+या_है,0,root,0,,
मंत्रालय,NP,0_का,NP2,r6,0,,
सरना,NP2,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
अमरीका,NP3,0,CCP2,ccof,0,,
भारत,NP4,0,CCP2,ccof,0,,
जापान,NP5,0,CCP2,ccof,0,,
और,CCP2,0,NP7,r6,0,,
आस्ट्रेलिया,NP6,0_का,CCP2,ccof,0,,
राहत,NP7,0,VGNN,k2,1,ARG1,VGNN
पहुंचाने,VGNN,ना_का,NP8,nmod__k1inv,0,,
समूह,NP8,0_में,VGF2,k2,1,ARG0,VGNN
अब,NP9,0,VGF2,k7t,0,,
राष्ट्र,NP10,0_का,NP11,r6,0,,
प्रतिनिधि,NP11,0,NP12,nmod,0,,
ग्लेंड,NP12,0_को,VGF2,k1,0,,
शामिल,JJP,0,VGF2,pof,0,,
किया,VGF2,या_जा+या१_है,CCP,ccof,0,,
आज,NP,0,VGNF,k7t,1,ARGM-TMP,VGNF
हुई,VGNF,या,NP2,nmod__k1inv,0,,
टेलीकांफ्रेंसिंग,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
ग्लेंड,NP3,0_ने,VGF,k1,1,ARG0,VGF
राष्ट्र,NP4,0_का,NP5,r6,0,,
योजना,NP5,0_के_बारे_में,VGF,k7,1,ARGM-LOC,VGF
जानकारी,NP6,0,VGF,k2,1,ARG1,VGF
दी,VGF,या_है,0,root,0,,
सरकार,NP,0_का_ओर_से,VGF,rd,1,ARG0,VGF
बात,NP2,0_का,NP3,r6,0,,
जानकारी,NP3,0,VGF,k2,1,ARG1,VGF
दी,VGF,या_जा+या१_है,0,root,0,,
कि,CCP,0,VGF,k2s,1,ARGM-DIS,VGF
पाकिस्तान,NP4,0,VGF2,k1,1,ARG0,VGNN
सियाचिन,NP5,0_से,VGNN,k5,1,ARG2-LOC,VGNN
अपनी,NP6,0,NP7,r6,0,,
सेना,NP7,0,VGNN,k2,1,ARG1,VGNN
हटाना,VGNN,ना,VGF2,k2,1,ARG1,VGF2
चाहता,VGF2,ता_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
पाकिस्तान,NP,0_ने,VGF,k1,1,ARG0,VGF
मुद्दे,NP2,0_को,VGF,k2,1,ARG1,VGF
शर्तों,NP3,0_के_साथ,VGF,ras-k2,1,ARGM-MNR,VGF
जोड़,VGF,0_दे+या_है,CCP,ccof,0,,
जिन्हें,NP4,0,VGF2,k2,0,,
स्वीकार,NP5,0,VGF2,pof,0,,
किया,VGF2,या_जा_सक+ता,NP3,nmod__relc,0,,
राज्यसभा,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
प्रशनकाल,NP2,0_के_दौरान,VGF,k7t,1,ARG1,VGF
सिंह,NP3,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARGM-DIS,VGF
मुशर्रफ़,NP4,0,VGF2,k1,0,,
हाल,NP5,0_का,NP6,r6,0,,
दौरे,NP6,0_में,VGF2,k7,0,,
बात,NP7,0_से,VGF2,k2,0,,
सहमत,JJP,0,VGF2,pof,0,,
थे,VGF2,था,CCP,ccof,0,,
कि2,CCP2,0,VGF2,k2s,0,,
मसले,NP8,0_का,NP9,r6,0,,
हल,NP9,0_के_लिए,VGF3,rt,0,,
कदम,NP10,0,VGNN,k2,1,ARG1,VGNN
उठाए,VGNN,या_जा+ना_का,NP11,r6-k1,0,,
आवशयकता,NP11,0,VGF3,pof,0,,
है,VGF3,है,CCP2,ccof,0,,
संबध,NP,0_में,VGNF,k7,1,ARG1,VGNF
पार्टी,NP2,0_का,NP3,r6,0,,
सदस्य,NP3,0,NP4,nmod,0,,
कौर,NP4,0_द्वारा,VGNF,k1,1,ARG0,VGNF
पूछे,VGNF,या_जा+या१,NP5,nmod__k2inv,0,,
प्रश्न,NP5,0_का,NP6,r6,1,ARG1,VGNF
जवाब,NP6,0_में,VGF,k7,1,ARGM-ADV,VGF
सिंह,NP7,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मुद्दे,NP8,0_का,NP9,r6,0,,
हल,NP9,0,VGNN,k2,1,ARG1,VGNN
निकालने,VGNN,ना_का_लिए,VGNN2,rt,0,,
देशों,NP10,0_का,NP11,r6,0,,
सचिवों,NP11,0_का,NP12,r6-k1,0,,
बैठक,NP12,0,VGNN2,pof,0,,
महीने,NP13,0,VGNN2,k7t,0,,
होने,VGNN2,ना_का,NP14,r6-k1,0,,
संभावना,NP14,0,VGF2,pof,0,,
है,VGF2,है,CCP,ccof,0,,
सिंह,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मुशर्रफ़,NP2,0_का,NP3,r6,0,,
दौरे,NP3,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
मसले,NP4,0_को,VGF2,k2,1,ARG1,VGF2
प्रमुखता,NP5,0_से,VGF2,adv,1,ARGM-MNR,VGF2
