word,chunk,postposition,dependency-head,dependency,is_arg,srl,predicate,head-POS
हो,VGF,0_जा+या१_है,0,root,0,,,v
कार्यालय,NP,0_द्वारा,NP2,nmod,0,,,n
वक्तव्य,NP2,0_के_मुताबिक,VGF,k7,0,,,n
भारत,NP3,0,CCP,ccof,0,,,n
व,CCP,0,VGNF,k1,1,ARGM-LOC,VGNF,avy
पाकिस्तान,NP4,0_के_बीच,CCP,ccof,0,,,n
दिसंबर,NP5,0,VGNF,k7t,1,ARGM-TMP,VGNF,n
१९८८,NP6,0_को,VGNF,k7t,1,ARGM-TMP,VGNF,n
हुए,VGNF,एं,NP7,nmod__pofinv,0,,,v
समझौते,NP7,0_psp,NP8,r6,1,ARG1,VGNF,n
द्वितीय,NP8,0_के_तहत,VGF,k7,0,,,n
देशों,NP9,0_का,NP10,r6,0,,,n
सरकारों,NP10,0_ने,VGF,k1,0,,,n
दूसरे,NP11,0_के,NP12,r6,0,,,pn
प्रतिष्ठानों,NP12,0_का,NP13,r6,0,,,n
सूचियों,NP13,0_का,NP14,r6-k2,0,,,n
प्रदान,NP14,0,VGF,pof,0,,,n
किया,VGF,या,0,root,0,,,v
पाकिस्तान,NP,0_का,NP2,r6,0,,,n
मंत्रालय,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
डेस्क,NP3,0_का,NP4,r6,0,,,n
जंजुआ,NP4,0_ने,VGF,k1,1,ARG0,VGF,n
पाकिस्तान2,NP5,0_का,NP6,r6,0,,,n
प्रतिष्ठानों,NP6,0,CCP,ccof,0,,,n
व,CCP,0,NP8,r6,0,,,avy
ठिकानों,NP7,0_का,CCP,ccof,0,,,n
सूची,NP8,0,VGF,k2,1,ARG1,VGF,n
इस्लामाबाद,NP9,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
उच्चायोग,NP10,0_का,NP11,r6,0,,,n
जॉर्ज,NP11,0_को,VGF,k4,1,ARG2,VGF,n
सौंपी,VGF,या,0,root,0,,,v
दिल्ली,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
भारत,NP2,0_का_तरफ_से,VGF,rd,1,ARGM-MNR,VGF,n
मंत्रालय,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
उच्चायोग,NP4,0_का,NP5,r6,0,,,n
जमाली,NP5,0_को,VGF,k4,1,ARG2,VGF,n
सूची,NP6,0,VGF,k2,1,ARG1,VGF,n
सौंपी,VGF,या_जा+या१,0,root,0,,,v
वक्तव्य,NP,0_में,VGF,k7,1,ARGM-LOC,VGF,n
यह,NP2,0,VGF,k2,1,ARG1,VGF,pn
बताया,VGF,या_जा+या१_है,0,root,0,,,v
कि,CCP,0,NP2,rs,0,,,avy
सूचियों,NP3,0_में,VGF2,k7,0,,,n
किन,NP4,0,NP5,nmod,0,,,pn
प्रतिष्ठानों,NP5,0_का,NP6,r6-k1,0,,,n
जिक्र,NP6,0,VGF2,pof,0,,,n
है2,VGF2,है,CCP,ccof,0,,,v
सामान्यतः,RBP,0,VGF,sent-adv,0,,,adv
सूची,NP,0_में,VGF,k7,0,,,n
संयंत्रों,NP2,0_को,VGF,k2,0,,,n
शामिल,JJP,0,VGF,pof,0,,,adj
किया,VGF,या_जा+ता_है,CCP,ccof,0,,,v
व,CCP,0,0,root,0,,,avy
इनकी,NP3,का,NP4,r6,0,,,pn
स्थिति,NP4,0_का,NP5,r6,0,,,n
जानकारी,NP5,0,VGF2,k2,1,ARG1,VGF2,n
दी,VGF2,या_जा+ता_है,CCP,ccof,0,,,v
वर्ष,NP,0_में,VGNN,k7t,1,ARGM-LOC,VGNN,n
कराची,NP2,0,CCP,ccof,0,,,n
व,CCP,0,VGNN,k7p,1,ARGM-LOC,VGNN,avy
मुंबई,NP3,0_में,CCP,ccof,0,,,n
क्रमशः,RBP,0,VGNN,adv,1,ARG0,VGNN,adv
भारत,NP4,0,CCP2,ccof,0,,,n
व2,CCP2,0,NP6,r6,0,,,avy
पाकिस्तान,NP5,0_का,CCP2,ccof,0,,,n
कार्यालय,NP6,0,VGNN,k2,1,ARG1,VGNN,n
खोलने,VGNN,ना_का,VGF,k2,0,,,v
योजना,NP7,0_में,VGF,k7,0,,,n
विलंब,NP8,0,VGF,pof,0,,,n
हो,VGF,0_जा+या१_है,0,root,0,,,v
वर्ष,NP,0,VGF,k7t,0,,,n
अप्रैल,NP2,0_में,VGF,k7t,0,,,n
पाकिस्तान,NP3,0_का,NP4,r6,0,,,n
मुशर्रफ,NP4,0_का,NP5,r6,0,,,n
यात्रा,NP5,0_के_दौरान,VGF,k7t,0,,,n
वक्तव्य,NP6,0_में,VGF,k7,0,,,n
देशों,NP7,0_ने,VGF,k1,1,ARG0,VGNN,n
वर्ष2,NP8,0_का,NP9,r6,0,,,n
अवसर,NP9,0_पर,VGF,k7t,0,,,n
कार्यालय,NP10,0,VGNN,k2,1,ARG1,VGNN,n
खोलने,VGNN,ना_का,NP11,r6,0,,,v
प्रस्ताव,NP11,0_पर,VGF,k2,0,,,n
सहमति,NP12,0,VGF,pof,0,,,n
जताई,VGF,या_था,0,root,0,,,v
कराची,NP,0,CCP,ccof,0,,,n
व,CCP,0,VGNN,k7p,1,ARGM-LOC,VGNN,avy
मुंबई,NP2,0_में,CCP,ccof,0,,,n
कार्यालय,NP3,0,VGNN,k2,1,ARG1,VGNN,n
खोलने,VGNN,ना_में,VGF,k7,1,ARGM-PRP,VGF,v
विलंब,NP4,0_का,NP5,r6,0,,,n
वजह,NP5,0,VGF,k1,1,ARGM-CAU,VGF,n
यह,NP6,0,VGF,k2,1,ARG1,VGF,pn
है,VGF,है,0,root,0,,,v
कि,CCP2,0,NP6,rs,0,,,avy
पाकिस्तान,NP7,0,VGF2,k1,1,ARG0,VGF2,n
अभी,NP8,0,VGF2,k7t,1,ARGM-EXT,VGF2,pn
कार्यालय2,NP9,0_को,VGNN2,k2,0,,,n
तैयार,JJP,0,VGNN2,pof,0,,,adj
करने,VGNN2,ना_में,VGF2,k7,1,ARGM-LOC,VGF2,v
सफल,JJP2,0,VGF2,k1s,1,ARGM-MNR,VGF2,adj
रहा,VGF2,या_है,CCP3,ccof,0,,,v
जबकि,CCP3,0,CCP2,ccof,0,,,avy
भारत,NP10,0_ने,VGF3,k1,1,ARG0,VGNN3,n
भवन,NP11,0_का,NP12,r6,0,,,n
कार्य,NP12,0,VGF3,k2,0,,,n
पूरा,JJP3,0,VGF3,pof,0,,,adj
कर,VGF3,0_ले+या_है,CCP4,ccof,0,,,v
और,CCP4,0,CCP3,ccof,0,,,avy
NULL2,NULL2,0,0,root,0,,,NULL
कार्यालय3,NP13,0,VGNN3,k2,1,ARG1,VGNN3,n
खोलने2,VGNN3,ना_के_लिए,VGF4,rt,0,,,v
उसे,NP14,0,VGF4,k1,1,ARG0,VGNN4,pn
सरकार,NP15,0_का,NP16,r6,0,,,n
NULL3,NULL3,0,0,root,0,,,NULL
इजाजत,NP16,0,VGNN4,k1,1,ARG1,VGNN4,n
मिलने,VGNN4,ना_का,NP17,r6-k2,0,,,v
प्रतीक्षा,NP17,0,VGF4,pof,0,,,n
है4,VGF4,है,CCP4,ccof,0,,,v
समझौते,NP,0_के_मुताबिक,VGF,vmod,1,ARGM-DIS,VGF,n
कार्यालयों,NP2,0_को,VGF,k2,1,ARG1,VGF,n
साथ,NP3,0,VGF,k7t,1,ARGM-MNR,VGF,nst
खोला,VGF,या_जा+ना_है,0,root,0,,,v
आपदा,NP,0,VGNF,k1,1,ARG1,VGNF,n
आते,VGNF,ता,VGF,vmod,0,,,v
कोष,NP2,0_का,NP3,r6,0,,,n
नाम,NP3,0_पर,VGF,k7,0,,,n
ठग,NP4,0,VGF,k1,0,,,n
सक्रिय,JJP,0,VGF,pof,0,,,adj
हो,VGF,0_उठ+ता_है,0,root,0,,,v
संवेदनशील,JJP,0,CCP,ccof,0,,,adj
व,CCP,0,NP,nmod,0,,,avy
भावुक,JJP2,0,CCP,ccof,0,,,adj
लोगों,NP,0_द्वारा,VGNF,k1,1,ARG0,VGNF,n
कोष,NP2,0_में,VGNF,k7p,1,ARGM-LOC,VGNF,n
दी,VGNF,या_जा+या१,NP3,nmod__k2inv,0,,,v
राशि,NP3,0,VGF,k1,1,ARG1,VGNF,n
बार,NP4,0,VGF,adv,1,ARGM-MNR,VGF,n
फरेबियों,NP5,0_का,NP6,r6,0,,,n
जेब,NP6,0_में,VGF,k2p,1,ARGM-LOC,VGF,n
चली,VGF,या_जा+ता_है,0,root,0,,,v
इसलिए,NP,0,VGF,rh,1,ARGM-DIS,VGF,pn
लहरों,NP2,0_का,NP5,r6,0,,,n
कहर,NP3,0_से,JJP,jjmod,0,,,n
पीड़ित,JJP,0,NP5,nmod,0,,,adj
लोगों,NP4,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
दान,NP5,0,VGF,k2,1,ARG1,VGF,n
दें,VGF,एं,CCP,ccof,0,,,v
पर,CCP,0,0,root,0,,,avy
NULL2,NULL2,0,0,root,0,,,NULL
संभलकर,VGNF,कर,NULL__VGF,vmod,0,,,v
NULL3,NULL3,0,CCP,ccof,0,,,NULL
दिल्ली,NP,0_का,NP2,r6,0,,,n
अग्रवाल,NP2,0,VGF,k1,0,,,n
सचेत,JJP,0,VGF,pof,0,,,adj
करते,VGF,ता_है,0,root,0,,,v
1,BLK,0,VGF2,enm,1,ARGM-LOC,VGF2,punc
NULL2,NULL__NP,0,0,root,0,,,NULL
कोष,NP3,0_में,VGNN,k7p,1,ARG2,VGNN,n
दान,NP4,0,VGNN,k2,1,ARG1,VGNN,n
देने,VGNN,ना_से_पहले,VGF2,k7t,1,ARGM-TMP,VGF2,v
संस्था,NP5,0_का,NP6,r6,0,,,n
विश्वसनीयता,NP6,0,VGF2,k2,1,ARG1,VGF2,n
परख,VGF2,0_ले+एं,VGF,k2,0,,,v
दान,NP,0_का,NP2,r6,0,,,n
पावती,NP2,0,VGF,k2,1,ARG1,VGF,n
जरूर,RBP,0,VGF,adv,1,ARGM-ADV,VGF,adv
लें,VGF,एं,0,root,0,,,v
बात,NP,0_का,NP2,r6-k2,0,,,n
पड़ताल,NP2,0,VGF,pof,0,,,n
कर,VGF,0_ले+एं,CCP3,ccof,0,,,v
कि,CCP,0,NP,rs,0,,,avy
पावती,NP3,0_पर,VGF2,k7,1,ARGM-LOC,VGF2,n
आयकर,NP4,0_का,NP5,r6,0,,,n
जी,NP5,0_के_तहत,VGF2,k7,1,ARGM-MNR,VGF2,n
आयकर2,NP6,0_में,VGF2,k7,1,ARGM-LOC,VGF2,n
छूट,NP7,0_का,NP8,r6,0,,,n
प्रावधान,NP8,0,VGF2,k1,1,ARG1,VGF2,n
है,VGF2,है,CCP2,ccof,0,,,v
कि2,CCP2,0,CCP,ccof,0,,,avy
नहीं,NEGP,0,NULL__VGF,fragof,0,,,avy
",",CCP3,0,0,root,0,,,punc
NULL2,NULL2,0,0,root,0,,,NULL
यदि,CCP4,0,VGF4,vmod,1,ARGM-ADV,VGF4,avy
प्रावधान2,NP9,0_का,NP10,r6,0,,,n
उल्लेख,NP10,0,VGF3,k1,1,ARG1,VGF3,n
है2,VGF3,है,CCP4,ccof,0,,,v
तो,CCP5,0,CCP3,ccof,0,,,avy
नंबर,NP11,0,VGF4,k1,1,ARG1,VGF4,n
जरूर,RBP,0,VGF4,adv,1,ARGM-MNR,VGF4,adv
लिखा,VGF4,या_हो+ना_चाह+एं,CCP5,ccof,0,,,v
2,BLK,0,VGF,enm,1,ARGM-DIS,VGF,punc
कोष,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
दान,NP2,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
कोष2,NP3,0,VGF,k1,1,ARG1,VGF,n
लोकप्रिय,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
यदि,CCP,0,VGF3,vmod,1,ARGM-ADV,VGF3,avy
आपकी,NP,0,NP2,r6,0,,,pn
आय,NP2,0,VGF,k1,1,ARG1,VGF,n
रुपए,NP3,0,VGF,k1s,1,ARG2-ATR,VGF,n
है,VGF,है,CCP2,ccof,0,,,v
और,CCP2,0,CCP,ccof,0,,,avy
आप,NP4,0,VGF2,k1,0,,,pn
रुपए2,NP5,0,VGF2,k2,0,,,n
कोष,NP6,0_में,VGF2,k7p,0,,,n
दान,NP7,0,VGF2,pof,0,,,n
करते,VGF2,ता_है,CCP2,ccof,0,,,v
तो,CCP3,0,0,root,0,,,avy
गणना,NP8,0_के_लिए,VGF3,rt,1,ARGM-PRP,VGF3,n
आपकी2,NP9,का,NP10,r6,0,,,pn
आय2,NP10,0,VGF3,k1,1,ARG1,VGF3,n
हजार2,NP11,0,VGF3,k1s,1,ARG2-ATR,VGF3,n
मानी,VGF3,या_जा+गा,CCP3,ccof,0,,,v
यदि,CCP,0,VGF2,vmod,0,,,avy
आपकी,NP,0,NP2,r6,0,,,pn
आय,NP2,0,VGF,k1,1,ARG1,VGF,n
लाख,NP3,0,VGF,k1s,1,ARG2-ATR,VGF,num
है,VGF,है,CCP,ccof,0,,,v
तो,CCP2,0,NULL__CCP,ccof,0,,,avy
आप,NP4,0,VGF2,k1,1,ARG0,VGNF,pn
चाहे,VGNF,या,VGF2,vmod,0,,,v
रकम,NP5,0,VGF2,k2,0,,,n
दान,NP6,0,VGF2,pof,0,,,n
कर,VGF2,0_दे+एं,CCP2,ccof,0,,,v
NULL2,NULL2,0,0,root,0,,,NULL
अधिनियम,NP7,0_का,NP8,r6,0,,,n
जी,NP8,0_के_अतंर्गत,VGF3,k7,0,,,n
आपको,NP9,को,VGF3,k4a,0,,,pn
अधिक,NP10,0_से,NP11,nmod,0,,,avy
राशि,NP11,0_पर,VGF3,k7,0,,,n
राहत,NP12,0,VGF3,k1,0,,,n
प्राप्त,JJP,0,VGF3,pof,0,,,adj
होगी,VGF3,गा,NULL__CCP,ccof,0,,,v
गौरतलब,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
कि,CCP,0,NULL__NP,rs,0,,,avy
NULL2,NULL2,0,0,root,0,,,NULL
संस्था,NP,0_को,VGNF,k4,1,ARG2,VGNF,n
दान,NP2,0,VGNF,k2,1,ARG1,VGNF,n
देकर,VGNF,कर,VGF2,vmod,0,,,v
दान2,NP3,0_का,NP4,r6,0,,,n
रकम,NP4,0_पर,VGF2,k7,0,,,n
फ़ीसदी,NP5,0,NP6,nmod,0,,,n
राहत,NP6,0_का,NP7,r6-k2,0,,,n
दावा,NP7,0,VGF2,pof,0,,,n
किया,VGF2,या_जा_सक+ता,CCP,ccof,0,,,v
जी,NP,0_के_तहत,VGF,k7,1,ARGM-EXT,VGF,n
फ़ीसदी,NP2,0_से,VGNF,k5,1,ARGM-EXT,VGNF,n
लेकर,VGNF,कर,NP3,rsp,0,,,v
फ़ीसदी2,NP3,0_का,NP4,r6,0,,,n
छूट,NP4,0_का,NP5,r6,0,,,n
प्रावधान,NP5,0,VGF,k1,1,ARG1,VGF,n
है,VGF,है,0,root,0,,,v
शर्मा,NP,0,VGF,k1,1,ARG0,VGF,n
कहते,VGF,ता_है,0,root,0,,,v
1,BLK,0,VGF,enm,1,ARGM-ADV,VGF,punc
अधिनियम,NP2,0_का,NP3,r6,0,,,n
जी,NP3,0_के_अंतर्गत,VGF2,k7,0,,,n
संस्थाओं,NP4,0_को,VGF2,k4a,0,,,n
दान,NP5,0,VGNN,pof,0,,,n
देने,VGNN,ना_का,NP6,r6,0,,,v
रकम,NP6,0_पर,VGF2,k7,0,,,n
फ़ीसदी,NP7,0,NP8,nmod,0,,,n
छूट,NP8,0,VGF2,k1,0,,,n
प्राप्त,JJP,0,VGF2,pof,0,,,adj
होती,VGF2,ता_है,VGF,k2,1,ARG1,VGF,v
जिन्हें,NP9,को,VGF3,k4,1,ARG0,VGNN2,pn
एसी,NP10,0_के_तहत,VGF3,k7,0,,,n
संग्रह,NP11,0,VGNN2,k2,1,ARG1,VGNN2,n
करने,VGNN2,ना_का,NP12,r6-k2,0,,,v
अनुमति,NP12,0,VGF3,pof,0,,,n
दी,VGF3,या_जा+या१_है,NP4,nmod__relc,0,,,v
संभव,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
आप,NP,0,VGF2,k1,0,,,pn
संस्था,NP2,0_को,VGF2,k4,0,,,n
दान,NP3,0,VGF2,pof,0,,,n
कर,VGF2,0_रह+या_है,NP4,nmod__relc,0,,,v
उसे,NP4,0,VGF3,k4a,0,,,pn
दान2,NP5,0,VGNF,pof,0,,,n
दी,VGNF,या_जा+या१,NP6,nmod__k2inv,0,,,v
रकम,NP6,0_पर,VGF3,k7,0,,,n
फ़ीसदी,NP7,0,NP8,nmod,0,,,n
छूट,NP8,0,VGF3,k1,0,,,n
प्राप्त,JJP2,0,VGF3,pof,0,,,adj
हो,VGF3,0,NULL__NP,rs,0,,,v
इसलिए,NP,0,VGF,rh,0,,,avy
दान,NP2,0,VGNN,k2,1,ARG1,VGNN,n
देने,VGNN,ना_से_पहले,VGF,k7t,0,,,v
NULL2,NULL__NP,0,0,root,0,,,NULL
संस्था,NP3,0_को,VGNF,k4,1,ARG2,VGNF,n
दी,VGNF,या_जा+या१,NP4,r6,0,,,v
छूट,NP4,0,CCP,ccof,1,ARG1,VGNF,n
और,CCP,0,VGF,k7,0,,,avy
छूट2,NP5,0_का,NP6,r6,0,,,n
अवधि,NP6,0_पर,CCP,ccof,0,,,n
नज़र,NP7,0,VGF,pof,0,,,n
डाल,VGF,0_ले+एं,0,root,0,,,v
2,BLK,0,VGF,enm,1,ARGM-ADV,VGF,punc
आप,NP,0,VGF,k1,1,ARG0,VGF,pn
दान,NP2,0,VGF,k2,1,ARG1,VGF,n
चाहे,VGNF,एं,VGF,adv,1,ARGM-MOD,VGF,v
नकद,NP3,0,CCP,ccof,0,,,n
NULL2,NULL2,0,0,root,0,,,NULL
दें,VGF,एं,VGF2,vmod__adv,1,ARGM-ADV,VGF2,v
या,CCP,0,VGF,k3,1,ARGM-MNS,VGF,avy
चेक,NP4,0_से,CCP,ccof,0,,,n
दान2,NP5,0_का,NP6,r6,0,,,n
रसीद,NP6,0,VGF2,k2,1,ARG1,VGF2,n
NULL3,NULL3,0,0,root,0,,,NULL
संभालकर,VGNF2,कर,VGF2,adv,1,ARGM-MNR,VGF2,v
रखें,VGF2,एं,0,root,0,,,v
आयकर,NP,0_में,VGNN,k7,0,,,n
छूट,NP2,0_का,NP3,r6-k2,0,,,n
दावा,NP3,0,VGNN,pof,0,,,n
करने,VGNN,ना_के_लिए,VGF,rt,1,ARGM-PRP,VGF,v
यह,NP4,0,VGF,k1,1,ARG1,VGF,pn
ज़रूरी,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
घाटी,NP,0_में,VGNN,k7p,1,ARGM-LOC,VGNN,n
बर्फ़,NP2,0,VGNN,k1,1,ARG1,VGNN,n
गिरने,VGNN,ना_से,NULL__VGF,rh,0,,,v
यहां,NP3,0_से,VGNF,k5,1,ARGM-LOC,VGNF,pn
चली,VGNF,या,NP4,nmod__k1inv,0,,,v
लहर,NP4,0_ने,NULL__VGF,k1,1,ARG0,VGF,n
पर्वतीय,JJP,0,NULL__VGF,k2,0,,,adj
नहीं,NEGP,0,NULL__VGF,mod,0,,,avy
NULL2,NULL2,0,CCP,ccof,0,,,NULL
बल्कि,CCP,0,0,root,0,,,avy
मैदानी,JJP2,0,NP5,nmod,0,,,adj
NULL3,NULL__NP,0,0,root,0,,,NULL
इलाकों,NP5,0_को,VGF,k2,1,ARG2,VGF,n
ठिठुरा,VGF,या_दे+या,CCP,ccof,0,,,v
श्रीनगर,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
पारा,NP2,0,VGF,k1,1,ARG1,VGNF,n
लुढ़ककर,VGNF,कर,NP2,nmod__k1inv,0,,,v
सेल्सियस,NP3,0,VGF,k1s,1,ARG2-ATR,VGF,n
हो,VGF,0_जा+या१,0,root,0,,,v
वहीं,NP,0,VGF,sent-adv,1,ARGM-DIS,VGF,pn
राजस्थान,NP2,0_का,NP3,r6,0,,,n
जिला,NP3,0,VGF,k1,1,ARG1,VGF,n
ठंडा,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
रहा,VGF,या,0,root,0,,,v
जहां,NP4,0,VGF2,k7p,1,ARGM-LOC,VGF2,pn
रात,NP5,0,VGF2,k7t,1,ARGM-TMP,VGF2,n
तापमान,NP6,0,VGF2,k1,1,ARG1,VGF2,n
शून्य,NP7,0_पर,VGF2,k7,1,ARGM-LOC,VGF2,num
अटक,VGF2,0_जा+या१,NP3,nmod__relc,0,,,v
",",NP,0,VGF,sent-adv,0,,,punc
राजधानी,NP2,0,NP3,nmod,0,,,n
दिल्ली,NP3,0_को,VGF,k2,1,ARG1,VGF,n
कोहरे,NP4,0_ने,VGF,k1,1,ARG0,VGF,n
आगोश,NP5,0_में,VGF,k7,1,ARGM-LOC,VGF,n
ले,VGF,0_ले+या,0,root,0,,,v
इसके,NP,का_चल,VGF,rh,0,,,pn
ट्रेन,NP2,0,VGF,k1,0,,,n
रद्द,JJP,0,VGF,pof,0,,,adj
हुईं,VGF,या,CCP,ccof,0,,,v
",",CCP,0,0,root,0,,,punc
विमानों,NP3,0_का,NP4,r6,0,,,n
उड़ानों,NP4,0_में,VGF2,k7,1,ARGM-LOC,VGF2,n
व्यवधान,NP5,0,VGF2,k1,1,ARG1,VGF2,n
रहा,VGF2,या,CCP,ccof,0,,,v
दिल्ली,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
दिन,NP2,0_का,NP3,r6,0,,,n
धूप,NP3,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF,n
मंगलवार,NP4,0_का,NP5,r6,0,,,n
दिन2,NP5,0,VGF,k1,1,ARG1,VGF,n
मौसम,NP6,0_का,NP7,r6,0,,,n
दिन3,NP7,0,VGF,k1s,1,ARG2-ATR,VGF,n
रहा,VGF,या,0,root,0,,,v
सूत्रों,NP,0_ने,VGF,k1,1,ARG0,VGF,n
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
कश्मीर,NP2,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
बारामुला,NP3,0_का,NP4,r6,0,,,n
गुलमर्ग,NP4,0,JJP,jjmod,0,,,n
स्थित,JJP,0,NP5,nmod,0,,,adj
रिजार्ट,NP5,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
बर्फ़,NP6,0_का,NP8,r6,0,,,n
इंच,NP7,0,NP8,nmod,0,,,n
परत,NP8,0,VGF2,k1,1,ARG0,VGF2,n
बिछ,VGF2,0_जा+या१,CCP,ccof,0,,,v
नहीं,NP,0,VGF,vmod,1,ARGM-DIS,VGF,avy
राज्य,NP2,0,VGNF,k7p,1,ARGM-MNR,VGNF,n
खासकर,RBP,0,NP3,adv,0,,,avy
कश्मीर,NP3,0_में,VGNF,k7p,1,ARGM-LOC,VGNF,n
हुई,VGNF,या,NP4,nmod__k1inv,0,,,v
बर्फ़बारी,NP4,0_से,VGF,rh,1,ARGM-MNS,VGF,n
लहर,NP5,0_ने,VGF,k1,1,ARG0,VGF,n
जोर,NP6,0,VGF,k2,1,ARG1,VGF,n
पकड़,VGF,0_ले+या,0,root,0,,,v
जिले,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
जगह,NP2,0,VGF,k7p,1,ARGM-LOC,VGF,n
बर्फ़,NP3,0_का,NP6,r6,0,,,n
इंच,NP4,0_से,NP5,rsp,0,,,n
फीट,NP5,0,NP6,nmod,0,,,n
पर्त,NP6,0,VGF,k2,1,ARG1,VGF,n
देखी,VGF,या_जा+या१,0,root,0,,,v
श्रीनगर,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
आज,NP2,0,VGNF,k7t,1,ARGM-TMP,VGNF,n
हुई,VGNF,या,NP3,nmod__k1inv,0,,,v
बर्फ़बारी,NP3,0_से,VGF,rh,1,ARG1,VGNF,n
तापमान,NP4,0,VGF,k1,1,ARG1,VGF,n
NULL2,NULL__NP,0,0,root,0,,,NULL
गिरकर,VGNF2,कर,VGF,vmod,1,ARGM-MNR,VGF,v
सेल्सियस,NP5,0,VGF,k1s,1,ARG2-ATR,VGF,n
हो,VGF,0_जा+या१,0,root,0,,,v
पहाड़ों,NP,0_का,NP2,r6,0,,,n
सर्दी,NP2,0,VGF,k1,1,ARG0,VGF,n
इलाकों,NP3,0_को,VGF,k2,1,ARG1,VGF,n
कंपकंपा,VGF,0_जा+या१,0,root,0,,,v
शीतलहर,NP,0_ने,VGF,k1,0,,,n
भारत,NP2,0_को,VGF,k2,0,,,n
प्रभावित,JJP,0,VGF,pof,0,,,adj
किया,VGF,या,CCP,ccof,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
इसका,NP3,का,NP4,r6,0,,,pn
असर,NP4,0,VGF2,k2,1,ARG1,VGF2,n
आज,NP5,0,VGF2,k7t,1,ARGM-TMP,VGF2,n
राजस्थान,NP6,0_का,NP7,r6,0,,,n
जिले,NP7,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
देखा,VGF2,या_जा+या१,CCP,ccof,0,,,v
यहां,NP,0,VGF,k7p,1,ARGM-LOC,VGF,pn
पारा,NP2,0,VGF,k1,1,ARG1,VGNF,n
लुढ़कर,VGNF,0,VGF,vmod,1,ARGM-MNR,VGF,v
डिग्री,NP3,0,VGF,k1s,1,ARG2-ATR,VGF,n
हो,VGF,0_जा+या१_है,0,root,0,,,v
इसके,NP,का_अलावा,VGF,vmod,1,ARGM-DIS,VGF,pn
आबू,NP2,0_में,VGF,k7p,1,ARG2-LOC,VGF,n
तापमान,NP3,0,VGF,k1,1,ARG0,VGF,n
डिग्री,NP4,0,VGF,k1s,1,ARGM-MNR,VGF,n
रहा,VGF,या,0,root,0,,,v
यहां,NP,0,VGF,k7p,1,ARGM-LOC,VGF,pn
रात,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,n
तापमान,NP3,0,VGF,k1,1,ARG1,VGF,n
शून्य,NP4,0,VGF,k1s,1,ARG2-ATR,VGF,num
था,VGF,था,0,root,0,,,v
जबकि,CCP,0,0,root,0,,,avy
राजधानी,NP,0,NP2,nmod,0,,,n
दिल्ली,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
मंगलवार,NP3,0_को,VGF,k7t,1,ARGM-TMP,VGF,n
मौसम,NP4,0_का,NP5,r6,0,,,n
ठंड,NP5,0,VGF,k1,1,ARG1,VGF,n
पड़ी,VGF,या,CCP,ccof,0,,,v
यहां,NP,0,VGF,k7p,1,ARGM-LOC,VGF,pn
तापमान,NP2,0,VGF,k1,1,ARG1,VGF,n
सेल्सियस,NP3,0,VGF,k1s,1,ARG2-ATR,VGF,n
रहा,VGF,या,0,root,0,,,v
जोकि,NP4,0,VGF2,k1,1,ARGM-DIS,VGF2,avy
सोमवार,NP5,0_को,VGF2,k7t,1,ARG1,VGF2,n
५.७,NP6,0,VGF2,k1s,1,ARG2-ATR,VGF2,num
था,VGF2,था,NP2,nmod__relc,0,,,v
इसी,NP,0_के_साथ,VGF,vmod,1,ARGM-MNR,VGF,pn
महानगर,NP2,0_पर,VGF,k7p,1,ARGM-LOC,VGF,n
कोहरे,NP3,0_का,NP4,r6,0,,,n
परत,NP4,0,VGF,k1,1,ARG1,VGF,n
छाई,VGF,या_रह+या,0,root,0,,,v
विभाग,NP,0_का,NP2,r6,0,,,n
अधिकारियों,NP2,0_का_मुताबिक,VGF,k7,1,ARGM-ADV,VGF,n
समय,NP3,0,VGF,k7t,1,ARGM-EXT,VGF,n
कोहरे,NP4,0_का,NP5,r6,0,,,n
